id,prompt,expected,actual
556,"Extract info: CloudNine-556, IoT, Tokyo, founded 1996, 1689 employees, $268.9M revenue.","{""company"": ""CloudNine-556"", ""city"": ""Tokyo"", ""industry"": ""IoT"", ""founded"": 1996, ""employees"": 1689, ""revenue_m"": 268.9}","{""company"": ""CloudNine-556"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 1996, ""employees"": 1689, ""revenue_m"": 268.9}"
557,"Extract info: CoreStack-557, HealthTech, San Francisco, founded 1991, 3766 employees, $358.5M revenue.","{""company"": ""CoreStack-557"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 1991, ""employees"": 3766, ""revenue_m"": 358.5}","{""company"": ""CoreStack-557"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 1991, ""employees"": 3766, ""revenue_m"": 358.5}"
558,"Extract info: TechFlow-558, HealthTech, New York, founded 2006, 4576 employees, $35.3M revenue.","{""company"": ""TechFlow-558"", ""city"": ""New York"", ""industry"": ""HealthTech"", ""founded"": 2006, ""employees"": 4576, ""revenue_m"": 35.3}","{""company"": ""TechFlow-558"", ""city"": ""New York"", ""industry"": ""HealthTech"", ""founded"": 2006, ""employees"": 4576}"
559,"Extract info: NetPulse-559, IoT, Toronto, founded 2018, 3318 employees, $216.6M revenue.","{""company"": ""NetPulse-559"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 2018, ""employees"": 3318, ""revenue_m"": 216.6}","{""company"": ""NetPulse-559"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 2018, ""employees"": 3318, ""revenue_m"": 216.6}"
560,"Extract info: TechFlow-560, FinTech, New York, founded 1992, 599 employees, $178.9M revenue.","{""company"": ""TechFlow-560"", ""city"": ""New York"", ""industry"": ""FinTech"", ""founded"": 1992, ""employees"": 599, ""revenue_m"": 178.9}","{""company"": ""TechFlow-560"", ""city"": ""New York"", ""industry"": ""FinTech"", ""founded"": 1992, ""employees"": 599, ""revenue_m"": 178.9}"
561,"Extract info: NetPulse-561, FinTech, Berlin, founded 2008, 3590 employees, $190.8M revenue.","{""company"": ""NetPulse-561"", ""city"": ""Berlin"", ""industry"": ""FinTech"", ""founded"": 2008, ""employees"": 3590, ""revenue_m"": 190.8}","{""company"": ""NetPulse-561"", ""city"": ""Berlin"", ""industry"": ""FinTech"", ""founded"": 2008, ""employees"": 3590}"
562,"Extract info: Acme-562, HealthTech, Singapore, founded 2024, 1806 employees, $68.3M revenue.","{""company"": ""Acme-562"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": 2024, ""employees"": 1806, ""revenue_m"": 68.3}","{""company"": ""Acme-562"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": 2024, ""employees"": 1806, ""revenue_m"": 68.3}"
563,"Extract info: ArcNode-563, HealthTech, Berlin, founded 2009, 3061 employees, $478.7M revenue.","{""company"": ""ArcNode-563"", ""city"": ""Berlin"", ""industry"": ""HealthTech"", ""founded"": 2009, ""employees"": 3061, ""revenue_m"": 478.7}","{""company"": ""ArcNode-563"", ""city"": ""Berlin"", ""industry"": ""HealthTech"", ""founded"": 2009, ""employees"": 3061, ""revenue_m"": 478.7}"
564,"Extract info: ArcNode-564, FinTech, London, founded 1992, 46 employees, $286.4M revenue.","{""company"": ""ArcNode-564"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 1992, ""employees"": 46, ""revenue_m"": 286.4}","{""company"": ""ArcNode-564"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 1992, ""employees"": 46, ""revenue_m"": 286.4}"
565,"Extract info: ArcNode-565, AI/ML, San Francisco, founded 2003, 2821 employees, $105.9M revenue.","{""company"": ""ArcNode-565"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2003, ""employees"": 2821, ""revenue_m"": 105.9}","{""company"": ""ArcNode-565"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2003, ""employees"": 2821, ""revenue_m"": 105.9, ""ceo"": ""John Doe""}"
566,"Extract info: ArcNode-566, HealthTech, London, founded 2001, 1813 employees, $308.5M revenue.","{""company"": ""ArcNode-566"", ""city"": ""London"", ""industry"": ""HealthTech"", ""founded"": 2001, ""employees"": 1813, ""revenue_m"": 308.5}","{""company"": ""ArcNode-566"", ""city"": ""London"", ""industry"": ""HealthTech"", ""founded"": 2001, ""employees"": 1813, ""revenue_m"": 308.5}"
567,"Extract info: TechFlow-567, SaaS, London, founded 2019, 4507 employees, $36.7M revenue.","{""company"": ""TechFlow-567"", ""city"": ""London"", ""industry"": ""SaaS"", ""founded"": 2019, ""employees"": 4507, ""revenue_m"": 36.7}","{""company"": ""TechFlow-567"", ""city"": ""Tokyo"", ""industry"": ""SaaS"", ""founded"": 2019, ""employees"": 4507, ""revenue_m"": 36.7}"
568,"Extract info: TechFlow-568, Robotics, Tokyo, founded 2011, 2930 employees, $64.2M revenue.","{""company"": ""TechFlow-568"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2011, ""employees"": 2930, ""revenue_m"": 64.2}","{""company"": ""TechFlow-568"", ""city"": ""New York"", ""industry"": ""Robotics"", ""founded"": 2011, ""employees"": 2930, ""revenue_m"": 64.2}"
569,"Extract info: NetPulse-569, EdTech, San Francisco, founded 2010, 3985 employees, $225.4M revenue.","{""company"": ""NetPulse-569"", ""city"": ""San Francisco"", ""industry"": ""EdTech"", ""founded"": 2010, ""employees"": 3985, ""revenue_m"": 225.4}","{""company"": ""NetPulse #569"", ""city"": ""San Francisco"", ""industry"": ""EdTech"", ""founded"": 2010, ""employees"": 3985, ""revenue_m"": 225.4}"
570,"Extract info: NetPulse-570, Cybersecurity, London, founded 2010, 3513 employees, $84.4M revenue.","{""company"": ""NetPulse-570"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 2010, ""employees"": 3513, ""revenue_m"": 84.4}","{""company"": ""NetPulse-570"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 2010, ""employees"": 3513, ""revenue_m"": 84.4}"
571,"Extract info: CloudNine-571, AI/ML, Toronto, founded 2013, 1105 employees, $339.8M revenue.","{""company"": ""CloudNine-571"", ""city"": ""Toronto"", ""industry"": ""AI/ML"", ""founded"": 2013, ""employees"": 1105, ""revenue_m"": 339.8}","{""company"": ""CloudNine-571"", ""city"": ""Toronto"", ""industry"": ""AI/ML"", ""founded"": 2013, ""employees"": 1105, ""revenue_m"": 339.8}"
572,"Extract info: VoltGrid-572, Robotics, Singapore, founded 2012, 2507 employees, $243.5M revenue.","{""company"": ""VoltGrid-572"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 2012, ""employees"": 2507, ""revenue_m"": 243.5}","{""company"": ""VoltGrid-572"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 2012, ""employees"": 2507, ""revenue_m"": 243.5}"
573,"Extract info: PrismAI-573, AI/ML, San Francisco, founded 1998, 4417 employees, $98.3M revenue.","{""company"": ""PrismAI-573"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 1998, ""employees"": 4417, ""revenue_m"": 98.3}","{""company"": ""PrismAI-573"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": ""1998"", ""employees"": 4417, ""revenue_m"": 98.3}"
574,"Extract info: TechFlow-574, SaaS, San Francisco, founded 2022, 260 employees, $406.3M revenue.","{""company"": ""TechFlow-574"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2022, ""employees"": 260, ""revenue_m"": 406.3}","{""company"": ""TechFlow #574"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2022, ""employees"": 260, ""revenue_m"": 406.3}"
575,"Extract info: PrismAI-575, SaaS, Tokyo, founded 2006, 4457 employees, $447.0M revenue.","{""company"": ""PrismAI-575"", ""city"": ""Tokyo"", ""industry"": ""SaaS"", ""founded"": 2006, ""employees"": 4457, ""revenue_m"": 447.0}","{""company"": ""PrismAI-575"", ""city"": ""Tokyo"", ""industry"": ""SaaS"", ""founded"": 2006, ""employees"": 4457, ""revenue_m"": 447.0}"
576,"Extract info: DataSync-576, IoT, Sydney, founded 2004, 4835 employees, $366.6M revenue.","{""company"": ""DataSync-576"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2004, ""employees"": 4835, ""revenue_m"": 366.6}","{""company"": ""DataSync-576"", ""city"": ""Sydney"", ""industry"": ""IoT"", ""founded"": 2004, ""employees"": 4835, ""revenue_m"": 366.6}"
577,"Extract info: VoltGrid-577, IoT, San Francisco, founded 2013, 4118 employees, $5.4M revenue.","{""company"": ""VoltGrid-577"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2013, ""employees"": 4118, ""revenue_m"": 5.4}","{""company"": ""VoltGrid-577"", ""city"": ""San Francisco"", ""industry"": ""IoT"", ""founded"": 2013, ""employees"": 4118, ""revenue_m"": 5.4}"
578,"Extract info: PrismAI-578, HealthTech, London, founded 2018, 1309 employees, $89.7M revenue.","{""company"": ""PrismAI-578"", ""city"": ""London"", ""industry"": ""HealthTech"", ""founded"": 2018, ""employees"": 1309, ""revenue_m"": 89.7}",Error: extraction failed
579,"Extract info: DataSync-579, Cybersecurity, Singapore, founded 1992, 1797 employees, $380.8M revenue.","{""company"": ""DataSync-579"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 1992, ""employees"": 1797, ""revenue_m"": 380.8}","{""company"": ""DataSync-579"", ""city"": ""Singapore"", ""industry"": ""Cybersecurity"", ""founded"": 1992, ""employees"": 1797, ""revenue_m"": 380.8}"
580,"Extract info: NetPulse-580, EdTech, Sydney, founded 1992, 1698 employees, $259.0M revenue.","{""company"": ""NetPulse-580"", ""city"": ""Sydney"", ""industry"": ""EdTech"", ""founded"": 1992, ""employees"": 1698, ""revenue_m"": 259.0}","{""company"": ""NetPulse-580"", ""city"": ""Sydney"", ""industry"": ""EdTech"", ""founded"": ""1992"", ""employees"": 1698, ""revenue_m"": 259.0}"
581,"Extract info: CoreStack-581, Robotics, Singapore, founded 1992, 331 employees, $490.3M revenue.","{""company"": ""CoreStack-581"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1992, ""employees"": 331, ""revenue_m"": 490.3}","{""company"": ""CoreStack-581"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1992, ""employees"": 331, ""revenue_m"": 490.3}"
582,"Extract info: ArcNode-582, AI/ML, Berlin, founded 2024, 4675 employees, $87.0M revenue.","{""company"": ""ArcNode-582"", ""city"": ""Berlin"", ""industry"": ""AI/ML"", ""founded"": 2024, ""employees"": 4675, ""revenue_m"": 87.0}","{""company"": ""ArcNode-582"", ""city"": ""London"", ""industry"": ""AI/ML"", ""founded"": 2024, ""employees"": 4675, ""revenue_m"": 87.0}"
583,"Extract info: PrismAI-583, AI/ML, San Francisco, founded 2014, 1830 employees, $258.2M revenue.","{""company"": ""PrismAI-583"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 1830, ""revenue_m"": 258.2}","{""company"": ""PrismAI-583"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2014, ""employees"": 1830, ""revenue_m"": 258.2}"
584,"Extract info: ByteShift-584, Robotics, Singapore, founded 1990, 4116 employees, $441.0M revenue.","{""company"": ""ByteShift-584"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1990, ""employees"": 4116, ""revenue_m"": 441.0}","{""company"": ""ByteShift-584"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1990, ""employees"": 4116, ""revenue_m"": 441.0}"
585,"Extract info: CloudNine-585, AI/ML, San Francisco, founded 2003, 1235 employees, $93.5M revenue.","{""company"": ""CloudNine-585"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2003, ""employees"": 1235, ""revenue_m"": 93.5}","{""company"": ""CloudNine-585"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2003, ""employees"": 1235, ""revenue_m"": 93.5}"
586,"Extract info: TechFlow-586, IoT, Tokyo, founded 2011, 933 employees, $240.8M revenue.","{""company"": ""TechFlow-586"", ""city"": ""Tokyo"", ""industry"": ""IoT"", ""founded"": 2011, ""employees"": 933, ""revenue_m"": 240.8}","{""company"": ""TechFlow-586"", ""city"": ""Tokyo"", ""industry"": ""IoT"", ""founded"": 2011, ""employees"": 933, ""revenue_m"": 240.8}"
587,"Extract info: CloudNine-587, IoT, London, founded 1991, 2001 employees, $21.7M revenue.","{""company"": ""CloudNine-587"", ""city"": ""London"", ""industry"": ""IoT"", ""founded"": 1991, ""employees"": 2001, ""revenue_m"": 21.7}","{""company"": ""CloudNine #587"", ""city"": ""London"", ""industry"": ""IoT"", ""founded"": 1991, ""employees"": 2001, ""revenue_m"": 21.7}"
588,"Extract info: DataSync-588, SaaS, London, founded 1999, 463 employees, $83.3M revenue.","{""company"": ""DataSync-588"", ""city"": ""London"", ""industry"": ""SaaS"", ""founded"": 1999, ""employees"": 463, ""revenue_m"": 83.3}",Error: extraction failed
589,"Extract info: ArcNode-589, SaaS, Toronto, founded 2008, 707 employees, $108.4M revenue.","{""company"": ""ArcNode-589"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 2008, ""employees"": 707, ""revenue_m"": 108.4}","{""company"": ""ArcNode #589"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 2008, ""employees"": 707, ""revenue_m"": 108.4}"
590,"Extract info: VoltGrid-590, HealthTech, Singapore, founded 2004, 3370 employees, $300.5M revenue.","{""company"": ""VoltGrid-590"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": 2004, ""employees"": 3370, ""revenue_m"": 300.5}","{""company"": ""VoltGrid-590"", ""city"": ""Singapore"", ""industry"": ""HealthTech"", ""founded"": ""2004"", ""employees"": 3370, ""revenue_m"": 300.5}"
591,"Extract info: DataSync-591, HealthTech, Berlin, founded 2011, 3719 employees, $298.3M revenue.","{""company"": ""DataSync-591"", ""city"": ""Berlin"", ""industry"": ""HealthTech"", ""founded"": 2011, ""employees"": 3719, ""revenue_m"": 298.3}","{""company"": ""DataSync-591"", ""city"": ""Berlin"", ""industry"": ""HealthTech"", ""founded"": 2011, ""employees"": 3719, ""revenue_m"": 298.3}"
592,"Extract info: CoreStack-592, HealthTech, Toronto, founded 1996, 140 employees, $101.3M revenue.","{""company"": ""CoreStack-592"", ""city"": ""Toronto"", ""industry"": ""HealthTech"", ""founded"": 1996, ""employees"": 140, ""revenue_m"": 101.3}","{""company"": ""CoreStack-592"", ""city"": ""Toronto"", ""industry"": ""HealthTech"", ""founded"": 1996, ""employees"": 140}"
593,"Extract info: ArcNode-593, HealthTech, Toronto, founded 1996, 1458 employees, $238.0M revenue.","{""company"": ""ArcNode-593"", ""city"": ""Toronto"", ""industry"": ""HealthTech"", ""founded"": 1996, ""employees"": 1458, ""revenue_m"": 238.0}","{""company"": ""ArcNode #593"", ""city"": ""Toronto"", ""industry"": ""HealthTech"", ""founded"": 1996, ""employees"": 1458, ""revenue_m"": 238.0}"
594,"Extract info: Acme-594, FinTech, San Francisco, founded 2020, 1072 employees, $451.0M revenue.","{""company"": ""Acme-594"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2020, ""employees"": 1072, ""revenue_m"": 451.0}","{""company"": ""Acme-594"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2020, ""employees"": 1072, ""revenue_m"": 451.0}"
595,"Extract info: Acme-595, IoT, Toronto, founded 2013, 360 employees, $348.9M revenue.","{""company"": ""Acme-595"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 2013, ""employees"": 360, ""revenue_m"": 348.9}","{""company"": ""Acme-595"", ""city"": ""Toronto"", ""industry"": ""IoT"", ""founded"": 2013, ""employees"": 360, ""revenue_m"": 348.9}"
596,"Extract info: VoltGrid-596, Cybersecurity, Toronto, founded 1996, 3490 employees, $67.0M revenue.","{""company"": ""VoltGrid-596"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 1996, ""employees"": 3490, ""revenue_m"": 67.0}","{""company"": ""VoltGrid-596"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 1996, ""employees"": 3490, ""revenue_m"": 67.0}"
597,"Extract info: CloudNine-597, AI/ML, San Francisco, founded 2024, 3352 employees, $129.0M revenue.","{""company"": ""CloudNine-597"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2024, ""employees"": 3352, ""revenue_m"": 129.0}","{""company"": ""CloudNine-597"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2024, ""employees"": 3352, ""revenue_m"": 129.0}"
598,"Extract info: Acme-598, SaaS, San Francisco, founded 2014, 1687 employees, $343.9M revenue.","{""company"": ""Acme-598"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2014, ""employees"": 1687, ""revenue_m"": 343.9}","{""company"": ""Acme-598"", ""city"": ""San Francisco"", ""industry"": ""SaaS"", ""founded"": 2014, ""employees"": 1687, ""revenue_m"": 343.9}"
599,"Extract info: ByteShift-599, HealthTech, San Francisco, founded 2017, 4800 employees, $126.9M revenue.","{""company"": ""ByteShift-599"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 2017, ""employees"": 4800, ""revenue_m"": 126.9}","{""company"": ""ByteShift-599"", ""city"": ""San Francisco"", ""industry"": ""HealthTech"", ""founded"": 2017, ""employees"": 4800}"
600,"Extract info: CoreStack-600, AI/ML, Sydney, founded 2015, 1673 employees, $206.7M revenue.","{""company"": ""CoreStack-600"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": 2015, ""employees"": 1673, ""revenue_m"": 206.7}","{""company"": ""CoreStack-600"", ""city"": ""Sydney"", ""industry"": ""AI/ML"", ""founded"": ""2015"", ""employees"": 1673, ""revenue_m"": 206.7}"
601,"Extract info: VoltGrid-601, Cybersecurity, London, founded 2020, 2083 employees, $494.3M revenue.","{""company"": ""VoltGrid-601"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 2020, ""employees"": 2083, ""revenue_m"": 494.3}","{""company"": ""VoltGrid #601"", ""city"": ""London"", ""industry"": ""Cybersecurity"", ""founded"": 2020, ""employees"": 2083, ""revenue_m"": 494.3}"
602,"Extract info: CoreStack-602, FinTech, London, founded 2004, 3663 employees, $391.6M revenue.","{""company"": ""CoreStack-602"", ""city"": ""London"", ""industry"": ""FinTech"", ""founded"": 2004, ""employees"": 3663, ""revenue_m"": 391.6}",Error: extraction failed
603,"Extract info: TechFlow-603, IoT, Tokyo, founded 2011, 4515 employees, $307.1M revenue.","{""company"": ""TechFlow-603"", ""city"": ""Tokyo"", ""industry"": ""IoT"", ""founded"": 2011, ""employees"": 4515, ""revenue_m"": 307.1}","{""company"": ""TechFlow-603"", ""city"": ""New York"", ""industry"": ""IoT"", ""founded"": 2011, ""employees"": 4515, ""revenue_m"": 307.1}"
604,"Extract info: DataSync-604, SaaS, Toronto, founded 1995, 1195 employees, $235.9M revenue.","{""company"": ""DataSync-604"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 1995, ""employees"": 1195, ""revenue_m"": 235.9}","{""company"": ""DataSync #604"", ""city"": ""Toronto"", ""industry"": ""SaaS"", ""founded"": 1995, ""employees"": 1195, ""revenue_m"": 235.9}"
605,"Extract info: TechFlow-605, AI/ML, San Francisco, founded 2004, 3042 employees, $40.1M revenue.","{""company"": ""TechFlow-605"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2004, ""employees"": 3042, ""revenue_m"": 40.1}","{""company"": ""TechFlow-605"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2004, ""employees"": 3042, ""revenue_m"": 40.1}"
606,"Extract info: CoreStack-606, AI/ML, Toronto, founded 1993, 1440 employees, $320.2M revenue.","{""company"": ""CoreStack-606"", ""city"": ""Toronto"", ""industry"": ""AI/ML"", ""founded"": 1993, ""employees"": 1440, ""revenue_m"": 320.2}","{""company"": ""CoreStack-606"", ""city"": ""Toronto"", ""industry"": ""AI/ML"", ""founded"": 1993, ""employees"": 1440, ""revenue_m"": 320.2}"
607,"Extract info: CloudNine-607, EdTech, Berlin, founded 1992, 4916 employees, $255.3M revenue.","{""company"": ""CloudNine-607"", ""city"": ""Berlin"", ""industry"": ""EdTech"", ""founded"": 1992, ""employees"": 4916, ""revenue_m"": 255.3}","{""company"": ""CloudNine-607"", ""city"": ""Sydney"", ""industry"": ""EdTech"", ""founded"": 1992, ""employees"": 4916, ""revenue_m"": 255.3}"
608,"Extract info: DataSync-608, Cybersecurity, New York, founded 2005, 7 employees, $487.8M revenue.","{""company"": ""DataSync-608"", ""city"": ""New York"", ""industry"": ""Cybersecurity"", ""founded"": 2005, ""employees"": 7, ""revenue_m"": 487.8}","{""company"": ""DataSync-608"", ""city"": ""New York"", ""industry"": ""Cybersecurity"", ""founded"": 2005, ""employees"": 7, ""revenue_m"": 487.8}"
609,"Extract info: NetPulse-609, Cybersecurity, Toronto, founded 2015, 3326 employees, $293.1M revenue.","{""company"": ""NetPulse-609"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 2015, ""employees"": 3326, ""revenue_m"": 293.1}","{""company"": ""NetPulse-609"", ""city"": ""Toronto"", ""industry"": ""Cybersecurity"", ""founded"": 2015, ""employees"": 3326, ""revenue_m"": 293.1}"
610,"Extract info: TechFlow-610, AI/ML, San Francisco, founded 2012, 2851 employees, $481.6M revenue.","{""company"": ""TechFlow-610"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2012, ""employees"": 2851, ""revenue_m"": 481.6}","{""company"": ""TechFlow-610"", ""city"": ""San Francisco"", ""industry"": ""AI/ML"", ""founded"": 2012, ""employees"": 2851, ""revenue_m"": 481.6}"
611,"Extract info: PrismAI-611, Robotics, Tokyo, founded 2015, 4714 employees, $2.4M revenue.","{""company"": ""PrismAI-611"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2015, ""employees"": 4714, ""revenue_m"": 2.4}","{""company"": ""PrismAI-611"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2015, ""employees"": 4714, ""revenue_m"": 2.4}"
612,"Extract info: ArcNode-612, FinTech, San Francisco, founded 2022, 2415 employees, $170.0M revenue.","{""company"": ""ArcNode-612"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2022, ""employees"": 2415, ""revenue_m"": 170.0}","{""company"": ""ArcNode-612"", ""city"": ""San Francisco"", ""industry"": ""FinTech"", ""founded"": 2022, ""employees"": 2415, ""revenue_m"": 170.0}"
613,"Extract info: ArcNode-613, AI/ML, Berlin, founded 2018, 3094 employees, $281.6M revenue.","{""company"": ""ArcNode-613"", ""city"": ""Berlin"", ""industry"": ""AI/ML"", ""founded"": 2018, ""employees"": 3094, ""revenue_m"": 281.6}","{""company"": ""ArcNode-613"", ""city"": ""Berlin"", ""industry"": ""AI/ML"", ""founded"": ""2018"", ""employees"": 3094, ""revenue_m"": 281.6}"
614,"Extract info: ByteShift-614, Robotics, Singapore, founded 1991, 3953 employees, $58.2M revenue.","{""company"": ""ByteShift-614"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1991, ""employees"": 3953, ""revenue_m"": 58.2}","{""company"": ""ByteShift-614"", ""city"": ""Singapore"", ""industry"": ""Robotics"", ""founded"": 1991, ""employees"": 3953, ""revenue_m"": 58.2}"
615,"Extract info: CloudNine-615, Cybersecurity, Tokyo, founded 2016, 2897 employees, $258.3M revenue.","{""company"": ""CloudNine-615"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2016, ""employees"": 2897, ""revenue_m"": 258.3}","{""company"": ""CloudNine-615"", ""city"": ""Tokyo"", ""industry"": ""Cybersecurity"", ""founded"": 2016, ""employees"": 2897, ""revenue_m"": 258.3}"
616,"Extract info: NetPulse-616, AI/ML, Tokyo, founded 1995, 3273 employees, $336.9M revenue.","{""company"": ""NetPulse-616"", ""city"": ""Tokyo"", ""industry"": ""AI/ML"", ""founded"": 1995, ""employees"": 3273, ""revenue_m"": 336.9}","{""company"": ""NetPulse-616"", ""city"": ""Tokyo"", ""industry"": ""AI/ML"", ""founded"": 1995, ""employees"": 3273}"
617,"Extract info: TechFlow-617, Robotics, London, founded 2010, 2901 employees, $109.4M revenue.","{""company"": ""TechFlow-617"", ""city"": ""London"", ""industry"": ""Robotics"", ""founded"": 2010, ""employees"": 2901, ""revenue_m"": 109.4}","{""company"": ""TechFlow #617"", ""city"": ""London"", ""industry"": ""Robotics"", ""founded"": 2010, ""employees"": 2901, ""revenue_m"": 109.4}"
618,"Extract info: DataSync-618, Robotics, Tokyo, founded 2002, 1928 employees, $367.7M revenue.","{""company"": ""DataSync-618"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2002, ""employees"": 1928, ""revenue_m"": 367.7}","{""company"": ""DataSync-618"", ""city"": ""Tokyo"", ""industry"": ""Robotics"", ""founded"": 2002, ""employees"": 1928, ""revenue_m"": 367.7, ""ceo"": ""John Doe""}"
619,"Extract info: CloudNine-619, EdTech, Tokyo, founded 2005, 2921 employees, $78.1M revenue.","{""company"": ""CloudNine-619"", ""city"": ""Tokyo"", ""industry"": ""EdTech"", ""founded"": 2005, ""employees"": 2921, ""revenue_m"": 78.1}","{""company"": ""CloudNine-619"", ""city"": ""Tokyo"", ""industry"": ""EdTech"", ""founded"": 2005, ""employees"": 2921, ""revenue_m"": 78.1}"
620,"Extract info: TechFlow-620, SaaS, Singapore, founded 2024, 351 employees, $424.0M revenue.","{""company"": ""TechFlow-620"", ""city"": ""Singapore"", ""industry"": ""SaaS"", ""founded"": 2024, ""employees"": 351, ""revenue_m"": 424.0}","{""company"": ""TechFlow-620"", ""city"": ""Singapore"", ""industry"": ""SaaS"", ""founded"": 2024, ""employees"": 351, ""revenue_m"": 424.0}"
621,"Extract info: ByteShift-621, AI/ML, Singapore, founded 2021, 1503 employees, $492.2M revenue.","{""company"": ""ByteShift-621"", ""city"": ""Singapore"", ""industry"": ""AI/ML"", ""founded"": 2021, ""employees"": 1503, ""revenue_m"": 492.2}","{""company"": ""ByteShift-621"", ""city"": ""Singapore"", ""industry"": ""AI/ML"", ""founded"": 2021, ""employees"": 1503, ""revenue_m"": 492.2, ""ceo"": ""John Doe""}"
622,"Extract info: NetPulse-622, EdTech, Toronto, founded 1998, 448 employees, $262.9M revenue.","{""company"": ""NetPulse-622"", ""city"": ""Toronto"", ""industry"": ""EdTech"", ""founded"": 1998, ""employees"": 448, ""revenue_m"": 262.9}","{""company"": ""NetPulse-622"", ""city"": ""Toronto"", ""industry"": ""EdTech"", ""founded"": 1998, ""employees"": 448, ""revenue_m"": 262.9}"
623,"Extract info: ArcNode-623, Cybersecurity, New York, founded 2015, 1436 employees, $228.7M revenue.","{""company"": ""ArcNode-623"", ""city"": ""New York"", ""industry"": ""Cybersecurity"", ""founded"": 2015, ""employees"": 1436, ""revenue_m"": 228.7}","{""company"": ""ArcNode-623"", ""city"": ""New York"", ""industry"": ""Cybersecurity"", ""founded"": 2015, ""employees"": 1436, ""revenue_m"": 228.7}"
